calories,proteins,fats,carbohydrates,valine,isoleucine,arginine,histidine,leucine,lysine,methionine,threonine,phenylalanine,alanine,aspartic_acid,glycine,glutamic_acid,proline,serine,tyrosine,cystine,sfa,omega3,omega_6,omega_9,potassium,calcium,magnesium,sodium,sulfur,phosphorus,iron,manganese,copper,selenium,zinc,bromine,bor,cobalt,molybdenum,fluorine,chromium,nickel,iodine,vitamin_a,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b4,vitamin_b5,vitamin_b6,vitamin_b9,vitamin_b12,vitamin_c,vitamin_k,vitamin_e,vitamin_d,alpha_carotene,beta_carotene,carbohydrate,sugars,glucose,fructose,galactose,lactose,saccharose,starch,fiber
2750.25,123.76125,97.78666,343.78125,1.508,0.0,6.0,0.58,2.262,1.74,0.58,0.87,1.276,3.0,6.0,3.5,14.0,5.0,3.0,3.0,0.0,18.9,0.0,0.0,0.0,2500.0,1000.0,420.0,1500.0,500.0,800.0,8.0,2000.0,1000.0,0.0,10.0,0.0,1000.0,10000.0,45.0,4000.0,0.0,150.0,150.0,900.0,1.2,1.3,16.0,550.0,5.0,1.3,400.0,2.4,90.0,90.0,15.0,15.0,5000.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0
